,bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,taxamount,fips
12997,3.0,2.0,1346.0,63129.0,1989.0,950.81,6037.0
12998,3.0,2.0,1196.0,484000.0,1960.0,5154.06,6111.0
12999,3.0,2.0,1692.0,416092.0,1923.0,5063.17,6037.0
13000,4.0,2.0,1895.0,235000.0,2010.0,4510.81,6037.0
13001,4.0,2.0,2100.0,517767.0,1956.0,6165.74,6059.0
13002,3.0,2.0,1290.0,356896.0,1958.0,4376.68,6037.0
13003,2.0,1.0,1164.0,403000.0,1955.0,4867.99,6037.0
13004,4.0,2.0,1679.0,70777.0,1975.0,1039.73,6037.0
13005,3.0,2.0,1537.0,75080.0,1932.0,3585.08,6037.0
13006,3.0,2.0,2196.0,127526.0,1960.0,1461.95,6037.0
13007,3.0,1.5,1879.0,468000.0,1923.0,5853.56,6059.0
13008,3.0,2.0,1905.0,1022319.0,1959.0,11166.14,6059.0
13009,2.0,2.0,1108.0,45302.0,1952.0,948.0,6037.0
13010,3.0,3.0,1726.0,990998.0,1963.0,11914.56,6037.0
13011,3.0,3.0,3087.0,768824.0,1979.0,13812.29,6037.0
13012,3.0,2.0,1324.0,479000.0,1976.0,5049.56,6111.0
13013,5.0,4.0,2740.0,319361.0,1964.0,4057.99,6037.0
13014,3.0,2.0,1351.0,605170.0,1941.0,6653.11,6037.0
13015,3.0,2.0,1537.0,241053.0,1981.0,3330.91,6037.0
13016,3.0,1.0,877.0,469000.0,1943.0,5842.47,6037.0
13017,3.0,2.0,1463.0,74606.0,1950.0,1293.02,6037.0
13018,3.0,1.0,1076.0,411256.0,1950.0,5167.69,6037.0
13019,3.0,2.5,2332.0,1558106.0,1980.0,16603.08,6059.0
13020,3.0,2.0,1244.0,696000.0,1965.0,7828.34,6059.0
13021,4.0,2.5,2346.0,425540.0,1965.0,4377.3,6059.0
13022,2.0,1.0,764.0,41828.0,1948.0,978.22,6059.0
13023,3.0,2.0,1937.0,81767.0,1984.0,776.82,6059.0
13024,4.0,4.5,4992.0,1168740.0,2001.0,12410.14,6059.0
13025,4.0,3.0,1610.0,378789.0,1955.0,4579.03,6037.0
13026,2.0,1.5,1012.0,216351.0,1972.0,2580.14,6059.0
13027,3.0,2.0,1148.0,239380.0,1955.0,3088.29,6037.0
13028,3.0,2.0,1680.0,133267.0,1972.0,1297.96,6059.0
13029,3.0,2.0,1381.0,75337.0,1969.0,1615.22,6037.0
13030,3.0,2.0,1080.0,182745.0,1983.0,2228.81,6037.0
13031,4.0,3.0,1502.0,257446.0,1926.0,3366.73,6037.0
13032,4.0,3.0,1502.0,257446.0,1926.0,3366.73,6037.0
13033,3.0,3.0,3454.0,904741.0,1986.0,9777.24,6111.0
13034,3.0,2.0,1120.0,543158.0,1975.0,5515.08,6059.0
13035,4.0,2.0,1430.0,72444.0,1962.0,1377.94,6059.0
13036,4.0,2.5,1755.0,598800.0,1960.0,6832.9,6059.0
13037,2.0,2.0,1185.0,375487.0,1962.0,4389.1,6111.0
13038,4.0,2.0,1785.0,227004.0,1959.0,2926.37,6037.0
13039,4.0,3.5,2955.0,1118285.0,1976.0,12084.3,6059.0
13040,2.0,2.0,1356.0,275213.0,1959.0,4013.82,6037.0
13041,4.0,2.0,2162.0,296728.0,1977.0,3738.41,6037.0
13042,2.0,1.0,803.0,503250.0,1955.0,5112.76,6059.0
13043,3.0,2.0,1526.0,110126.0,1986.0,2219.24,6037.0
13044,4.0,3.5,3232.0,571134.0,1999.0,6576.5,6111.0
13045,2.0,2.0,1571.0,612696.0,1948.0,7993.17,6037.0
13046,2.0,1.0,1311.0,354794.0,1952.0,4525.33,6037.0
13047,3.0,3.0,1973.0,45308.0,1986.0,1273.65,6037.0
13048,2.0,1.0,1111.0,280923.0,1906.0,3840.66,6037.0
13049,3.0,2.0,1572.0,384181.0,1969.0,5105.85,6037.0
13050,3.0,2.0,1406.0,63534.0,1956.0,833.2,6037.0
13051,3.0,3.0,1670.0,476785.0,1961.0,5925.86,6059.0
13052,4.0,3.0,2230.0,371500.0,1968.0,5063.37,6037.0
13053,4.0,3.0,1884.0,407926.0,1957.0,5107.45,6037.0
13054,3.0,3.0,2949.0,748757.0,1993.0,8010.16,6059.0
13055,3.0,2.0,1384.0,471000.0,1972.0,6431.0,6037.0
13056,2.0,3.0,1703.0,918438.0,1941.0,11020.36,6037.0
13057,2.0,1.0,918.0,179843.0,1938.0,2309.55,6037.0
13058,4.0,4.0,2144.0,377804.0,1964.0,4754.38,6037.0
13059,4.0,2.5,2116.0,739000.0,1964.0,8648.4,6059.0
13060,4.0,3.0,2704.0,546120.0,1980.0,6424.06,6037.0
13061,2.0,2.0,964.0,192961.0,1977.0,2059.24,6059.0
13062,3.0,2.0,1812.0,385924.0,1969.0,4514.68,6111.0
13063,4.0,2.0,1458.0,688000.0,1965.0,7742.32,6059.0
13064,4.0,3.0,2618.0,291157.0,1988.0,4188.59,6037.0
13065,3.0,3.0,2054.0,1159798.0,1958.0,13778.59,6037.0
13066,4.0,2.0,1711.0,254741.0,1993.0,3854.48,6037.0
13067,3.0,2.0,1242.0,65093.0,1965.0,1508.98,6059.0
13068,2.0,2.0,864.0,362642.0,1980.0,5166.15,6037.0
13069,3.0,2.0,1312.0,231413.0,1956.0,2937.31,6037.0
13070,5.0,3.0,2107.0,125045.0,1953.0,2671.15,6037.0
13071,3.0,2.0,1417.0,72020.0,1955.0,1265.89,6037.0
13072,2.0,1.0,875.0,205632.0,1952.0,2781.19,6037.0
13073,4.0,4.0,4047.0,1034531.0,1987.0,10899.92,6111.0
13074,3.0,1.0,1040.0,278741.0,1964.0,3374.4,6111.0
13075,4.0,3.0,2639.0,731353.0,1979.0,9100.96,6037.0
13076,2.0,1.0,2264.0,825000.0,1925.0,9738.65,6037.0
13077,5.0,3.0,2602.0,1067000.0,1948.0,12877.42,6037.0
13078,4.0,3.5,3735.0,1352923.0,2001.0,14722.88,6111.0
13079,2.0,1.0,1428.0,35567.0,1928.0,4772.15,6037.0
13080,4.0,2.0,1487.0,311845.0,1958.0,3681.41,6037.0
13081,2.0,2.0,1750.0,367613.0,1915.0,4635.36,6037.0
13082,5.0,5.0,6992.0,1962853.0,1988.0,23691.48,6037.0
13083,2.0,1.0,958.0,45336.0,1927.0,698.37,6037.0
13084,2.0,1.0,884.0,575220.0,1952.0,6616.08,6059.0
13085,4.0,3.0,3758.0,573992.0,1981.0,7099.54,6037.0
13086,2.0,2.0,1245.0,164500.0,1928.0,2096.2,6037.0
13087,2.0,1.0,988.0,41781.0,1970.0,788.16,6037.0
13088,4.0,2.0,1285.0,177867.0,1954.0,2335.48,6059.0
13089,3.0,2.0,1600.0,605000.0,1961.0,7408.06,6037.0
13090,2.0,1.0,726.0,221324.0,1923.0,2839.94,6037.0
13091,2.0,1.0,1231.0,416092.0,1949.0,5038.14,6037.0
13092,3.0,1.0,1227.0,378000.0,1941.0,4693.18,6037.0
13093,3.0,2.0,1833.0,66855.0,1952.0,1054.44,6037.0
13094,4.0,2.0,1554.0,311002.0,1966.0,4244.6,6037.0
13095,3.0,3.0,1637.0,191182.0,1988.0,3055.01,6037.0
13096,3.0,2.0,1493.0,428434.0,1920.0,5126.68,6037.0
13097,5.0,3.0,2926.0,170345.0,1971.0,2282.38,6059.0
13098,2.0,2.0,912.0,248847.0,1951.0,3526.24,6037.0
13099,4.0,1.0,1454.0,56684.0,1947.0,783.98,6037.0
13100,4.0,3.0,2467.0,443723.0,2002.0,6084.49,6037.0
13101,3.0,3.0,2473.0,693136.0,1985.0,8412.94,6037.0
13102,2.0,2.0,2090.0,67261.0,1937.0,1123.33,6037.0
13103,2.0,1.0,822.0,275975.0,1985.0,3373.22,6059.0
13104,2.0,1.0,839.0,220703.0,1951.0,2637.27,6037.0
13105,2.0,2.5,2243.0,77569.0,1953.0,892.84,6111.0
13106,3.0,2.0,1550.0,108683.0,1962.0,1476.18,6037.0
13107,4.0,3.0,1540.0,261658.0,1997.0,3427.7,6037.0
13108,3.0,1.0,1270.0,37018.0,1927.0,611.88,6037.0
13109,4.0,2.0,2080.0,1977870.0,1957.0,23070.78,6037.0
13110,3.0,2.0,2049.0,913724.0,1960.0,10710.63,6037.0
13111,3.0,2.0,1680.0,101257.0,1989.0,2221.25,6037.0
13112,3.0,1.0,1778.0,465160.0,1948.0,5402.6,6037.0
13113,2.0,1.0,754.0,216378.0,1952.0,3000.28,6037.0
13114,3.0,2.0,1532.0,72387.0,1969.0,863.76,6111.0
13115,3.0,2.0,1720.0,107043.0,1963.0,1527.68,6059.0
13116,2.0,1.0,1394.0,365352.0,1948.0,4883.61,6037.0
13117,3.0,2.0,1958.0,1356549.0,1952.0,29214.3,6037.0
13118,3.0,2.0,1414.0,49242.0,1957.0,927.48,6037.0
13119,3.0,1.0,1212.0,208168.0,1949.0,2608.35,6037.0
13120,3.0,2.0,1422.0,266146.0,1952.0,3409.78,6037.0
13121,4.0,3.0,2472.0,511698.0,2000.0,7576.22,6059.0
13122,3.0,1.0,1092.0,280330.0,1950.0,3574.78,6037.0
13123,3.0,2.0,1288.0,519807.0,1963.0,6141.3,6037.0
13124,2.0,1.0,826.0,273809.0,1920.0,3727.13,6037.0
13125,3.0,2.5,1649.0,297965.0,1975.0,3067.06,6059.0
13126,4.0,2.5,1818.0,400432.0,1964.0,4745.2,6111.0
13127,5.0,4.0,3308.0,810377.0,2010.0,9160.42,6059.0
13128,3.0,3.0,1753.0,647867.0,1937.0,7801.72,6037.0
13129,3.0,1.0,1084.0,150695.0,1953.0,1945.02,6037.0
13130,3.0,2.5,2127.0,129085.0,1973.0,1686.86,6059.0
13131,2.0,1.0,851.0,394000.0,1928.0,4787.6,6037.0
13132,2.0,2.0,1861.0,713000.0,1952.0,8951.4,6037.0
13133,4.0,2.0,1566.0,56895.0,1954.0,941.58,6037.0
13134,5.0,4.0,3067.0,854135.0,1949.0,10525.38,6037.0
13135,4.0,2.0,1620.0,284601.0,1964.0,3287.04,6059.0
13136,3.0,3.0,1803.0,124109.0,1951.0,1732.93,6037.0
13137,4.0,2.0,2648.0,426503.0,1971.0,4823.64,6059.0
13138,2.0,3.0,1572.0,952691.0,1925.0,11493.08,6037.0
13139,4.0,2.0,1826.0,98318.0,1973.0,1348.88,6059.0
13140,4.0,2.0,1940.0,706489.0,1954.0,8089.16,6037.0
13141,5.0,3.0,2251.0,518677.0,1962.0,6434.52,6037.0
13142,3.0,3.0,2178.0,571000.0,1955.0,6559.46,6037.0
13143,5.0,4.5,3681.0,1641758.0,2004.0,21267.16,6059.0
13144,3.0,3.0,2415.0,392791.0,1954.0,4330.55,6037.0
13145,4.0,3.0,1993.0,358769.0,1961.0,4471.8,6111.0
13146,3.0,2.0,1665.0,367967.0,1961.0,4463.74,6059.0
13147,3.0,2.0,1244.0,182520.0,1991.0,3138.01,6037.0
13148,4.0,2.0,1657.0,551779.0,1965.0,6350.0,6059.0
13149,3.0,2.0,1571.0,439064.0,1972.0,5989.54,6037.0
13150,4.0,2.0,1635.0,559301.0,1973.0,6657.5,6037.0
13151,4.0,2.5,2696.0,968000.0,1979.0,9823.78,6059.0
13152,4.0,3.0,2471.0,705000.0,1976.0,8643.58,6037.0
13153,4.0,2.0,1660.0,353026.0,1967.0,3584.1,6059.0
13154,3.0,2.0,1414.0,327875.0,1949.0,4328.42,6037.0
13155,3.0,1.0,1017.0,167746.0,1956.0,2296.8,6037.0
13156,4.0,5.0,3536.0,1435119.0,1908.0,16853.0,6037.0
13157,4.0,2.0,2347.0,225421.0,1961.0,2386.26,6111.0
13158,4.0,5.0,2996.0,2803435.0,1951.0,33785.41,6037.0
13159,2.0,2.0,1755.0,421957.0,1995.0,4055.52,6059.0
13160,3.0,2.0,1388.0,85561.0,1941.0,1521.55,6037.0
13161,2.0,1.0,1127.0,89832.0,1923.0,2610.7,6037.0
13162,2.0,1.0,726.0,104862.0,1921.0,4603.06,6059.0
13163,4.0,3.0,1252.0,282278.0,1949.0,3500.26,6037.0
13164,3.0,2.0,1567.0,95785.0,1973.0,1465.96,6059.0
13165,4.0,2.5,1705.0,682000.0,1990.0,8736.84,6059.0
13166,3.0,2.0,1560.0,473306.0,1967.0,4895.56,6059.0
13167,4.0,3.0,1827.0,780392.0,1929.0,9506.52,6037.0
13168,2.0,1.0,747.0,53307.0,1923.0,1172.76,6037.0
13169,3.0,2.5,1596.0,436161.0,1980.0,5396.72,6059.0
13170,2.0,1.0,885.0,22934.0,1959.0,863.57,6037.0
13171,2.0,1.0,520.0,25218.0,1936.0,750.82,6059.0
13172,4.0,2.0,1337.0,238206.0,1963.0,2857.62,6059.0
13173,3.0,2.0,1502.0,114486.0,1978.0,2149.22,6037.0
13174,2.0,1.5,1225.0,371363.0,1974.0,5533.1,6059.0
13175,4.0,3.0,2827.0,543653.0,2003.0,7408.4,6037.0
13176,5.0,4.0,3458.0,145461.0,1969.0,1922.06,6059.0
13177,2.0,1.0,840.0,368708.0,1911.0,4485.89,6037.0
13178,3.0,2.0,1536.0,280368.0,1955.0,3334.76,6037.0
13179,3.0,2.0,1208.0,144786.0,1961.0,1982.81,6037.0
13180,2.0,2.0,1118.0,254483.0,1974.0,3114.92,6059.0
13181,2.0,1.0,891.0,251734.0,1926.0,3069.25,6037.0
13182,5.0,2.0,2061.0,134615.0,1957.0,1978.84,6037.0
13183,4.0,2.0,1800.0,909097.0,1965.0,10912.55,6037.0
13184,3.0,3.0,1968.0,566968.0,1959.0,7107.46,6037.0
13185,4.0,2.5,2474.0,826191.0,1979.0,8400.72,6059.0
13186,4.0,3.5,2269.0,774558.0,2005.0,8774.22,6059.0
13187,3.0,3.0,2444.0,644755.0,1977.0,6778.66,6059.0
13188,3.0,2.0,1681.0,244000.0,1989.0,3873.46,6037.0
13189,3.0,3.0,2034.0,101435.0,1965.0,1448.92,6037.0
13190,3.0,2.0,1950.0,535718.0,1978.0,6479.0,6059.0
13191,2.0,1.0,1224.0,63733.0,1935.0,1098.28,6037.0
13192,4.0,5.5,4730.0,2233549.0,1981.0,23966.08,6111.0
13193,3.0,2.0,1260.0,249905.0,1961.0,3260.9,6059.0
13194,3.0,2.5,1280.0,415053.0,1989.0,4147.92,6059.0
13195,2.0,1.0,904.0,50446.0,1924.0,899.74,6037.0
13196,3.0,2.0,1494.0,254519.0,1974.0,2569.1,6059.0
13197,2.0,3.0,2114.0,528000.0,1990.0,6337.65,6037.0
13198,3.0,2.0,1522.0,60541.0,1975.0,1362.5,6111.0
13199,3.0,2.0,1370.0,360649.0,1956.0,4456.64,6059.0
13200,5.0,5.0,4578.0,326990.0,1932.0,3955.16,6037.0
13201,2.0,1.0,1222.0,517766.0,1939.0,6714.26,6037.0
13202,5.0,3.0,2526.0,270789.0,2001.0,4166.54,6037.0
13203,1.0,1.0,360.0,48126.0,1947.0,794.36,6037.0
13204,3.0,1.0,1002.0,190984.0,1962.0,2293.44,6111.0
13205,2.0,0.0,4877.0,2184492.0,1988.0,23142.1,6111.0
13206,4.0,2.0,1702.0,296907.0,1975.0,3539.3,6059.0
13207,3.0,2.0,1223.0,219666.0,1964.0,2734.64,6059.0
13208,3.0,2.0,1594.0,262903.0,1947.0,3307.18,6037.0
13209,2.0,1.0,544.0,375000.0,1947.0,4622.34,6037.0
13210,4.0,3.0,2158.0,745584.0,1987.0,7492.66,6059.0
13211,4.0,2.0,1784.0,253942.0,1986.0,3380.97,6037.0
13212,2.0,2.0,1708.0,256880.0,1954.0,3340.56,6037.0
13213,3.0,1.0,817.0,111502.0,1958.0,1507.94,6037.0
13214,5.0,3.0,2978.0,602000.0,2004.0,7870.63,6037.0
13215,5.0,4.0,3146.0,370842.0,2004.0,5813.54,6037.0
13216,4.0,3.0,2396.0,533005.0,1951.0,7197.18,6037.0
13217,3.0,2.0,1694.0,217866.0,1953.0,2684.93,6037.0
13218,4.0,2.0,1764.0,448740.0,1954.0,5523.94,6037.0
13219,3.0,1.5,1159.0,263558.0,1955.0,3289.0,6059.0
13220,3.0,2.5,1701.0,508000.0,1983.0,5953.12,6059.0
13221,2.0,2.0,1281.0,531000.0,1953.0,6324.05,6037.0
13222,5.0,4.5,3460.0,665675.0,2005.0,7588.08,6111.0
13223,2.0,1.0,2526.0,261692.0,1909.0,3371.69,6037.0
13224,4.0,5.0,3190.0,4116249.0,1961.0,49389.64,6037.0
13225,3.0,2.0,1377.0,372560.0,1963.0,4620.32,6037.0
13226,5.0,3.0,3022.0,220880.0,1964.0,2738.66,6059.0
13227,2.0,3.0,2228.0,739000.0,2000.0,8255.62,6111.0
13228,4.0,2.0,1612.0,284706.0,1964.0,3513.38,6111.0
13229,2.0,2.0,1540.0,84255.0,1950.0,1419.95,6037.0
13230,4.0,3.0,2470.0,140581.0,1940.0,1860.98,6037.0
13231,3.0,3.0,2069.0,245500.0,1991.0,3794.36,6037.0
13232,6.0,4.0,3757.0,327116.0,2009.0,6569.89,6037.0
13233,3.0,2.0,1100.0,43239.0,1957.0,847.13,6037.0
13234,5.0,2.0,1948.0,384325.0,1962.0,4812.52,6037.0
13235,3.0,2.0,1969.0,585000.0,1972.0,6683.4,6059.0
13236,2.0,2.0,1892.0,495000.0,1925.0,6840.03,6037.0
13237,3.0,1.0,1080.0,158337.0,1944.0,2004.0,6037.0
13238,3.0,1.0,1729.0,400574.0,1987.0,4934.33,6037.0
13239,3.0,2.0,1651.0,282588.0,1931.0,3603.4,6037.0
13240,3.0,2.0,1414.0,590254.0,1969.0,5920.84,6059.0
13241,4.0,2.0,1568.0,730050.0,1951.0,8412.53,6037.0
13242,5.0,4.0,3274.0,792680.0,1959.0,9728.57,6037.0
13243,4.0,4.5,5170.0,2746000.0,1992.0,29616.06,6059.0
13244,2.0,1.0,804.0,103552.0,1957.0,2011.06,6037.0
13245,2.0,1.0,907.0,40377.0,1946.0,717.84,6059.0
13246,4.0,3.0,3427.0,977379.0,1988.0,11347.84,6037.0
13247,4.0,2.5,1934.0,562772.0,1976.0,5946.24,6111.0
13248,3.0,6.0,3483.0,1061953.0,1998.0,12459.71,6037.0
13249,3.0,2.5,2463.0,607231.0,1987.0,6790.4,6111.0
13250,2.0,1.0,854.0,47759.0,1923.0,722.84,6037.0
13251,6.0,4.0,3223.0,606272.0,2000.0,6695.68,6059.0
13252,3.0,2.5,1982.0,758016.0,1961.0,8481.78,6059.0
13253,2.0,1.0,842.0,200000.0,1948.0,3706.64,6037.0
13254,3.0,2.5,2317.0,735000.0,2005.0,8396.62,6059.0
13255,2.0,2.0,1015.0,619000.0,1940.0,6717.6,6037.0
13256,3.0,2.0,1356.0,629685.0,1948.0,7659.02,6037.0
13257,3.0,2.0,1262.0,76197.0,1953.0,1019.25,6037.0
13258,3.0,2.0,1312.0,96551.0,1984.0,2041.53,6037.0
13259,3.0,2.0,1632.0,1530740.0,1953.0,18505.0,6037.0
13260,2.0,1.0,1097.0,433277.0,1925.0,5528.81,6037.0
13261,3.0,1.0,1259.0,460819.0,1888.0,4838.22,6111.0
13262,3.0,2.0,1710.0,137861.0,1986.0,2792.34,6037.0
13263,3.0,1.0,1026.0,364000.0,1950.0,4457.0,6037.0
13264,5.0,4.0,3331.0,194170.0,1959.0,2733.02,6059.0
13265,3.0,2.0,1908.0,212282.0,2006.0,3524.5,6037.0
13266,3.0,1.0,1580.0,482220.0,1958.0,5570.02,6059.0
13267,4.0,3.0,3046.0,876000.0,1992.0,11098.68,6059.0
13268,4.0,2.0,1442.0,379944.0,1923.0,4981.4,6037.0
13269,3.0,1.0,945.0,117765.0,1939.0,1971.0,6037.0
13270,5.0,4.0,2890.0,509153.0,2000.0,5383.04,6059.0
13271,2.0,1.0,1302.0,398681.0,1948.0,4946.69,6037.0
13272,4.0,3.0,2703.0,471021.0,1924.0,5891.28,6037.0
13273,4.0,4.0,2060.0,600796.0,2003.0,7402.19,6037.0
13274,3.0,1.0,1164.0,329605.0,1924.0,4041.01,6037.0
13275,4.0,2.5,2000.0,367260.0,1968.0,3730.76,6059.0
13276,4.0,2.5,1866.0,579000.0,2001.0,7564.68,6059.0
13277,5.0,2.0,1775.0,67699.0,1962.0,1105.32,6059.0
13278,4.0,2.0,1650.0,624141.0,1978.0,6334.58,6059.0
13279,4.0,4.0,3115.0,2081262.0,2009.0,25066.55,6037.0
13280,3.0,2.0,1587.0,420184.0,1965.0,5375.32,6059.0
13281,5.0,3.0,2852.0,463362.0,2001.0,5807.9,6111.0
13282,5.0,4.0,3442.0,124423.0,1921.0,1811.68,6037.0
13283,4.0,2.0,2186.0,364184.0,1976.0,3634.68,6059.0
13284,4.0,2.0,1102.0,318191.0,1960.0,3561.84,6059.0
13285,3.0,2.0,1380.0,114059.0,1992.0,2132.77,6037.0
13286,2.0,1.0,908.0,47162.0,1950.0,758.02,6037.0
13287,4.0,3.0,2150.0,245603.0,1979.0,3041.56,6111.0
13288,2.0,1.0,598.0,385000.0,1920.0,4601.88,6037.0
13289,2.0,1.0,1042.0,384201.0,1935.0,4633.96,6059.0
13290,4.0,2.0,1420.0,356060.0,1956.0,8622.64,6037.0
13291,4.0,3.0,2206.0,137466.0,1964.0,2308.3,6037.0
13292,3.0,2.0,1456.0,343274.0,1922.0,5213.92,6037.0
13293,5.0,3.0,2340.0,187962.0,1964.0,2394.43,6037.0
13294,2.0,1.0,792.0,108224.0,1947.0,1539.36,6037.0
13295,3.0,2.0,2105.0,484000.0,1999.0,5974.0,6111.0
13296,3.0,4.5,3668.0,891327.0,2002.0,10297.96,6059.0
13297,4.0,2.0,1805.0,558000.0,1961.0,6258.56,6059.0
13298,5.0,2.0,2134.0,342391.0,1974.0,4131.62,6111.0
13299,3.0,2.0,1776.0,385901.0,1961.0,4722.28,6037.0
13300,5.0,4.0,3829.0,303925.0,1976.0,4045.9,6037.0
13301,5.0,3.0,2772.0,465000.0,1953.0,5866.86,6037.0
13302,3.0,2.0,2265.0,1248931.0,1966.0,12658.54,6059.0
13303,3.0,2.5,1242.0,474325.0,1997.0,5707.78,6059.0
13304,4.0,3.0,2796.0,920392.0,1990.0,10528.73,6037.0
13305,2.0,1.0,855.0,74552.0,1978.0,1243.94,6111.0
13306,5.0,3.0,2266.0,1052966.0,1963.0,12079.15,6037.0
13307,3.0,2.0,1522.0,1728970.0,1931.0,20903.91,6037.0
13308,3.0,2.5,1824.0,282952.0,1962.0,3195.44,6059.0
13309,4.0,3.0,2026.0,382639.0,1999.0,4424.3,6111.0
13310,2.0,1.0,930.0,399000.0,1939.0,4995.74,6111.0
13311,3.0,2.5,2675.0,902998.0,1992.0,9761.18,6111.0
13312,3.0,2.0,1279.0,396326.0,1956.0,4926.77,6037.0
13313,2.0,1.0,1274.0,528000.0,1941.0,6288.28,6037.0
13314,3.0,2.0,1520.0,615498.0,1976.0,7097.52,6059.0
13315,2.0,2.0,1748.0,728837.0,1948.0,8853.41,6037.0
13316,4.0,3.0,2696.0,1403291.0,1940.0,16980.16,6037.0
13317,4.0,2.0,1404.0,410539.0,1956.0,5039.8,6037.0
13318,2.0,1.0,864.0,340000.0,1956.0,4307.98,6037.0
13319,4.0,3.0,2728.0,161079.0,1965.0,2034.55,6037.0
13320,4.0,2.0,1800.0,144345.0,1976.0,1928.84,6111.0
13321,3.0,2.0,1956.0,451768.0,1963.0,5618.39,6037.0
13322,5.0,3.0,2738.0,595000.0,2000.0,7780.16,6037.0
13323,3.0,1.0,1156.0,115876.0,1955.0,2259.14,6037.0
13324,4.0,3.5,3453.0,870156.0,2006.0,13941.68,6059.0
13325,3.0,2.0,1255.0,431311.0,1963.0,4803.26,6059.0
13326,2.0,1.0,1020.0,400342.0,1950.0,5014.35,6037.0
13327,7.0,6.5,4145.0,3564114.0,1994.0,36274.76,6059.0
13328,4.0,3.0,2670.0,334228.0,1923.0,4458.26,6037.0
13329,3.0,2.0,1175.0,238519.0,1956.0,2926.59,6037.0
13330,2.0,2.0,1259.0,611475.0,1938.0,6645.97,6037.0
13331,4.0,4.0,2986.0,1664366.0,1961.0,20204.43,6037.0
13332,3.0,1.0,1078.0,276562.0,1948.0,3545.47,6037.0
13333,5.0,2.0,1596.0,1449268.0,1946.0,16149.1,6037.0
13334,3.0,2.0,1299.0,169275.0,1985.0,3016.54,6037.0
13335,4.0,3.0,2763.0,666593.0,2003.0,7728.64,6059.0
13336,3.0,3.0,1921.0,221093.0,1955.0,2961.68,6037.0
13337,5.0,3.0,3298.0,675000.0,2004.0,8429.5,6037.0
13338,3.0,2.0,1674.0,166869.0,1966.0,2807.76,6037.0
13339,4.0,2.0,2046.0,274330.0,1984.0,3201.88,6111.0
13340,4.0,2.5,2118.0,589831.0,1973.0,6843.22,6059.0
13341,4.0,4.5,3956.0,1340000.0,2002.0,18457.58,6059.0
13342,3.0,2.0,1529.0,180353.0,1955.0,2363.32,6059.0
13343,3.0,1.5,1136.0,320905.0,1956.0,3927.12,6059.0
13344,3.0,1.0,947.0,274117.0,1951.0,3403.11,6037.0
13345,2.0,1.0,816.0,68617.0,1935.0,947.86,6037.0
13346,4.0,3.0,2408.0,410787.0,1974.0,4517.26,6059.0
13347,3.0,2.0,1624.0,351464.0,1949.0,4439.44,6037.0
13348,5.0,2.5,2334.0,106158.0,1967.0,1487.0,6059.0
13349,4.0,3.0,2119.0,512481.0,1964.0,5822.0,6059.0
13350,2.0,1.0,1164.0,106752.0,1947.0,1394.18,6059.0
13351,4.0,2.0,1322.0,253269.0,1939.0,3207.46,6037.0
13352,4.0,3.0,2640.0,982000.0,1979.0,11194.5,6037.0
13353,4.0,3.0,1914.0,423957.0,2003.0,5321.25,6037.0
13354,4.0,3.0,2622.0,169587.0,1957.0,2252.34,6037.0
13355,2.0,3.5,3894.0,5156959.0,2002.0,52477.34,6059.0
13356,3.0,2.0,1874.0,600000.0,1920.0,6624.66,6037.0
13357,3.0,2.0,1346.0,64092.0,1956.0,1362.02,6037.0
13358,4.0,3.0,2361.0,369133.0,1970.0,4476.8,6059.0
13359,6.0,3.5,4536.0,2412793.0,1977.0,27088.1,6111.0
13360,4.0,2.5,2191.0,81782.0,1958.0,1157.12,6059.0
13361,3.0,1.0,1056.0,43648.0,1955.0,1115.95,6037.0
13362,4.0,3.0,2171.0,309502.0,1955.0,3674.62,6059.0
13363,1.0,1.0,640.0,244687.0,1950.0,3028.06,6059.0
13364,3.0,2.0,1533.0,367561.0,1984.0,4678.7,6059.0
13365,4.0,1.5,1973.0,80102.0,1958.0,1148.76,6059.0
13366,4.0,1.5,1973.0,80102.0,1958.0,1148.76,6059.0
13367,3.0,2.0,1640.0,1294417.0,1956.0,15155.99,6037.0
13368,3.0,2.0,1498.0,415459.0,1948.0,4898.43,6037.0
13369,3.0,2.0,1558.0,480405.0,1949.0,5846.64,6037.0
13370,3.0,2.0,1603.0,316264.0,1928.0,3873.75,6037.0
13371,4.0,3.0,2824.0,495827.0,1993.0,5694.34,6111.0
13372,4.0,3.0,2386.0,509517.0,1984.0,6174.82,6059.0
13373,4.0,3.5,3329.0,1159798.0,2013.0,17388.12,6059.0
13374,4.0,2.0,1284.0,432000.0,1954.0,5300.94,6037.0
13375,3.0,2.0,1350.0,364418.0,1960.0,4263.86,6059.0
13376,4.0,5.0,3362.0,1882637.0,2007.0,21701.61,6037.0
13377,6.0,4.0,2611.0,454829.0,1966.0,5342.18,6059.0
13378,3.0,1.5,1004.0,324210.0,1956.0,3902.76,6059.0
13379,3.0,2.0,2568.0,243827.0,1898.0,3336.6,6037.0
13380,5.0,2.0,2263.0,98298.0,1953.0,1883.93,6037.0
13381,4.0,3.5,3938.0,782350.0,1999.0,9504.46,6059.0
13382,4.0,2.0,1957.0,81342.0,1963.0,1471.19,6037.0
13383,2.0,2.0,931.0,143000.0,1985.0,2552.21,6037.0
13384,3.0,2.0,1740.0,115882.0,1954.0,1501.01,6037.0
